collection.string,collectioncode.gbif,institutioncode.gbif,index.herbariorum.or.working.code,organization,col.OBS
TAUw_TAUw,TAUw,TAUw,TAUw,"School of Agriculture & Forestry, Aristotelian University",xylarium|not in IH
TAWES_NA,TAWES,NA,TAWES,Maryland Department of Natural Resources,NA
TAWES_TAWES,TAWES,TAWES,TAWES,Maryland Department of Natural Resources,NA
TB_NA,TB,NA,TB,Tbilisi State University,NA
TB_TB,TB,TB,TB,Tbilisi State University,NA
TBGH_TBGH,TBGH,TBGH,TBGH,"Telangana Botanical Garden, Dr. BRR Government Degree College, Jadcherla",NA
TBGT_NA,TBGT,NA,TBGT,Tropical Botanic Garden and Research Institute,NA
TBGT_TBGT,TBGT,TBGT,TBGT,Tropical Botanic Garden and Research Institute,NA
TBI_NA,TBI,NA,TBI,"Institute of Botany, Ilia State University",NA
TBI_TBI,TBI,TBI,TBI,"Institute of Botany, Ilia State University",NA
Herbarium TBI_TBI,Herbarium TBI,TBI,TBI,"Institute of Botany, Ilia State University",NA
TBIP_NA,TBIP,NA,TBIP,Research Institute of Plant Protection,NA
TBIP_TBIP,TBIP,TBIP,TBIP,Research Institute of Plant Protection,NA
TBPH_NA,TBPH,NA,TBPH,Iovel Kutateladze Institute of Pharmacochemistry,NA
TBPH_TBPH,TBPH,TBPH,TBPH,Iovel Kutateladze Institute of Pharmacochemistry,NA
TBW_TBW,TBW,TBW,TBW,Tebiwa Herbarium,NA
TBY_NA,TBY,NA,TBY,Tenby Museum,NA
TBY_TBY,TBY,TBY,TBY,Tenby Museum,NA
TBZFPH_TBZFPH,TBZFPH,TBZFPH,TBZFPH,Tabriz University of Medical Sciences,NA
TC_TC,TC,TC,TC,National Botanical Garden of Türkiye,NA
TCB_NA,TCB,NA,TCB,National Chung Hsing University,NA
TCB_TCB,TCB,TCB,TCB,National Chung Hsing University,NA
TCD_NA,TCD,NA,TCD,Trinity College,NA
TCD_TCD,TCD,TCD,TCD,Trinity College,NA
TCDL_NA,TCDL,NA,TCDL,Trinity College Dublin,NA
TCDL_TCDL,TCDL,TCDL,TCDL,Trinity College Dublin,NA
TCF_NA,TCF,NA,TCF,National Chung Hsing University,NA
TCF_TCF,TCF,TCF,TCF,National Chung Hsing University,NA
TCH_TCH,TCH,TCH,TCH,Trinity College,NA
TCNJ_NA,TCNJ,NA,TCNJ,The College of New Jersey,NA
TCNJ_TCNJ,TCNJ,TCNJ,TCNJ,The College of New Jersey,NA
TCSW_NA,TCSW,NA,TCSW,Texas Women's University,NA
TCSW_TCSW,TCSW,TCSW,TCSW,Texas Women's University,NA
TDH_NA,TDH,NA,TDH,Herbarium Teddy M. Dolstra ((Het Stellingwerfs Herbarium),NA
TDH_TDH,TDH,TDH,TDH,Herbarium Teddy M. Dolstra ((Het Stellingwerfs Herbarium),NA
TDN_NA,TDN,NA,TDN,Todmorden Botanical Society,NA
TDN_TDN,TDN,TDN,TDN,Todmorden Botanical Society,NA
TDY_NA,TDY,NA,TDY,Tyldesley Natural History Society,NA
TDY_TDY,TDY,TDY,TDY,Tyldesley Natural History Society,NA
TEA_NA,TEA,NA,TEA,"Tea Research Institute, Chinese Academy of Agricultural Sciences",NA
TEA_TEA,TEA,TEA,TEA,"Tea Research Institute, Chinese Academy of Agricultural Sciences",NA
TEB_NA,TEB,NA,TEB,Teberda State Reserve,NA
TEB_TEB,TEB,TEB,TEB,Teberda State Reserve,NA
TECLA_NA,TECLA,NA,TECLA,Centro Nacional de Tecnologia Agropecuaria,NA
TECLA_TECLA,TECLA,TECLA,TECLA,Centro Nacional de Tecnologia Agropecuaria,NA
TECw_NA,TECw,NA,TECw,"Instituto Tecnologico de Costa Rica, Escuela de Ingeniería Forestal",xylarium|not in IH
TECw_TECw,TECw,TECw,TECw,"Instituto Tecnologico de Costa Rica, Escuela de Ingeniería Forestal",xylarium|not in IH
Combretaceae_TEF,Combretaceae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
Euphorbiaceae_TEF,Euphorbiaceae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
Fabaceae_TEF,Fabaceae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
Flacourtiaceae_TEF,Flacourtiaceae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
Hernandiaceae_TEF,Hernandiaceae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
Leguminosae_TEF,Leguminosae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
Meliaceae_TEF,Meliaceae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
Mimosaceae_TEF,Mimosaceae,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
TEF_TEF,TEF,TEF,TEF,Centre National de la Recherche Appliquée au Developement Rural,NA
TEFH_NA,TEFH,NA,TEFH,Universidad Nacional Autónoma de Honduras,NA
TEFH_TEFH,TEFH,TEFH,TEFH,Universidad Nacional Autónoma de Honduras,NA
TEH_NA,TEH,NA,TEH,University of Tehran,NA
TEH_TEH,TEH,TEH,TEH,University of Tehran,NA
TELA_NA,TELA,NA,TELA,Tel Aviv University,NA
TELA_TELA,TELA,TELA,TELA,Tel Aviv University,NA
TELY_NA,TELY,NA,TELY,Tate Library,NA
TELY_TELY,TELY,TELY,TELY,Tate Library,NA
TENHS_NA,TENHS,NA,TENHS,Toynbee Natural History Society,NA
TENHS_TENHS,TENHS,TENHS,TENHS,Toynbee Natural History Society,NA
TENN_NA,TENN,NA,TENN,University of Tennessee,NA
TENN_TENN,TENN,TENN,TENN,University of Tennessee,NA
HERB_TENN,HERB,TENN,TENN,University of Tennessee,NA
TENN_UT,TENN,UT,TENN,University of Tennessee,NA
TEPB_TEPB,TEPB,TEPB,TEPB,Universidade Federal do Piauí,NA
TEPB_UFPI,TEPB,UFPI,TEPB,Universidade Federal do Piauí,NA
TER_NA,TER,NA,TER,Indiana State University,NA
TER_TER,TER,TER,TER,Indiana State University,NA
TERN_TERN,TERN,TERN,TERN,Terrestrial Ecosystem Research Network (TERN),NA
TERRA_TERRA,TERRA,TERRA,TERRA,Herbário Terra,not in IH
Terredhuiles_NA,Terredhuiles,NA,Terredhuiles,NA,not in IH
TESH_TESH,TESH,TESH,TESH,"Technological Institute of Higher Studies of Huixquilucan, National Technological of Mexico",NA
testset_specimen_geo__NA,testset_specimen_geo_,NA,testset_specimen_geo,NA,not in IH
TEU_NA,TEU,NA,TEU,Teikyo University,NA
TEU_TEU,TEU,TEU,TEU,Teikyo University,NA
TEUI_NA,TEUI,NA,TEUI,"U.S. Forest Service Southwest Region, Terrestrial Ecological Unit Inventory",NA
TEUI_TEUI,TEUI,TEUI,TEUI,"U.S. Forest Service Southwest Region, Terrestrial Ecological Unit Inventory",NA
LL_CNS-UT,LL,CNS-UT,TEX,University of Texas at Austin,NA
TEX_CNS-UT,TEX,CNS-UT,TEX,University of Texas at Austin,NA
HERB_TEX,HERB,TEX,TEX,University of Texas at Austin,NA
University of Texas at Austin_TEX,University of Texas at Austin,TEX,TEX,University of Texas at Austin,NA
TEX_TEX,TEX,TEX,TEX,University of Texas at Austin,NA
TEXA_NA,TEXA,NA,TEXA,Blackland Experiment Station,NA
TEXA_TEXA,TEXA,TEXA,TEXA,Blackland Experiment Station,NA
TF_NA,TF,NA,TF,Forestry and Forest Products Research Institute,NA
TF_TF,TF,TF,TF,Forestry and Forest Products Research Institute,NA
TFA_FFPRI,TFA,FFPRI,TFA,"Tama Forest Science Garden, Forestry and Forest Products Research Institute",NA
TFA_TFA,TFA,TFA,TFA,"Tama Forest Science Garden, Forestry and Forest Products Research Institute",NA
TFAV_NA,TFAV,NA,TFAV,Servicio Autonomo para el Desarrollo Ambiental del Estado Amazonas,NA
TFAV_TFAV,TFAV,TFAV,TFAV,Servicio Autonomo para el Desarrollo Ambiental del Estado Amazonas,NA
TFB_TFB,TFB,TFB,TFB,Universidade Estadual de Santa Cruz,NA
TFC_NA,TFC,NA,TFC,Universidad de La Laguna,NA
TFC_TFC,TFC,TFC,TFC,Universidad de La Laguna,NA
TFD_NA,TFD,NA,TFD,Tanzania Forestry Research Institute,NA
TFD_TFD,TFD,TFD,TFD,Tanzania Forestry Research Institute,NA
TFM_NA,TFM,NA,TFM,Forestry and Forest Products Research Institute,NA
TFM_TFM,TFM,TFM,TFM,Forestry and Forest Products Research Institute,NA
TFMC_NA,TFMC,NA,TFMC,Museo de Ciencias Naturales,NA
TFMC_TFMC,TFMC,TFMC,TFMC,Museo de Ciencias Naturales,NA
TG-B_TG,TG-B,TG,TG,NA,not in IH
TG_TG,TG,TG,TG,NA,not in IH
TGM_NA,TGM,NA,TGM,Georgian National Museum,NA
TGM_TGM,TGM,TGM,TGM,Georgian National Museum,NA
TGU_NA,TGU,NA,TGU,University of Montenegro,NA
TGU_TGU,TGU,TGU,TGU,University of Montenegro,NA
TH_NA,TH,NA,TH,University of Tokyo,NA
TH_TH,TH,TH,TH,University of Tokyo,NA
The Himalayan Uplands Plant database (HUP Version 1)_GMBA,The Himalayan Uplands Plant database (HUP Version 1),GMBA,The Himalayan Uplands Plant database (HUP Version 1),NA,not in IH (flora)
The Himalayan Uplands Plant database (HUP Version )_GMBA,The Himalayan Uplands Plant database (HUP Version ),GMBA,The Himalayan Uplands Plant database (HUP Version 1),NA,not in IH
THIB_NA,THIB,NA,THIB,Nicholls State University,NA
THIB_THIB,THIB,THIB,THIB,Nicholls State University,NA
THIM_NA,THIM,NA,THIM,National Biodiversity Centre,NA
THIM_THIM,THIM,THIM,THIM,National Biodiversity Centre,NA
THL_NA,THL,NA,THL,Grierson Museum,NA
THL_THL,THL,THL,THL,Grierson Museum,NA
THO_NA,THO,NA,THO,Robert Dick Herbarium,NA
THO_THO,THO,THO,THO,Robert Dick Herbarium,NA
THRI_NA,THRI,NA,THRI,"Sequoia and Kings Canyon National Parks, U.S. Department of the Interior, National Park Service",NA
THRI_THRI,THRI,THRI,THRI,"Sequoia and Kings Canyon National Parks, U.S. Department of the Interior, National Park Service",NA
THS_NA,THS,NA,THS,Tsumura Laboratory,NA
THS_THS,THS,THS,THS,Tsumura Laboratory,NA
ISP_TI,ISP,TI,TI,University of Tokyo,NA
TI_TI,TI,TI,TI,University of Tokyo,NA
VP_TI,VP,TI,TI,University of Tokyo,NA
TIC_NA,TIC,NA,TIC,California Department of Fish and Game,NA
TIC_TIC,TIC,TIC,TIC,California Department of Fish and Game,NA
TIE_NA,TIE,NA,TIE,Tianjin Natural History Museum,NA
TIE_TIE,TIE,TIE,TIE,Tianjin Natural History Museum,NA
TIEMT_TIEMT,TIEMT,TIEMT,TIEMT,Tembotov Institute of Ecology of Mountain Territories of RAS,NA
TIK_NA,TIK,NA,TIK,Agricultural Research Centre,NA
TIK_TIK,TIK,TIK,TIK,Agricultural Research Centre,NA
TIO_TIO,TIO,TIO,TIO,"Third Institute of Oceanography, Ministry of Natural Resources, China",NA
TIPR_NA,TIPR,NA,TIPR,Institute of Pharmaceutical Research,NA
TIPR_TIPR,TIPR,TIPR,TIPR,Institute of Pharmaceutical Research,NA
TIPw_NA,TIPw,NA,TIPw,"Universidade Federal Rural de Pernambuco (Rural Federal University of Pernambuco), Departamento de Ciencia Florestal (Forest Science Department) - Herbarium Sergio Tavares,",xylarium|not in IH
TIPw_TIPw,TIPw,TIPw,TIPw,"Universidade Federal Rural de Pernambuco (Rural Federal University of Pernambuco), Departamento de Ciencia Florestal (Forest Science Department) - Herbarium Sergio Tavares,",xylarium|not in IH
TJDC_NA,TJDC,NA,TJDC,Tianjin Municipal Institute for Drug Control,NA
TJDC_TJDC,TJDC,TJDC,TJDC,Tianjin Municipal Institute for Drug Control,NA
TJMP_NA,TJMP,NA,TJMP,Tianjin Institute of Medical and Pharmaceutical Sciences,NA
TJMP_TJMP,TJMP,TJMP,TJMP,Tianjin Institute of Medical and Pharmaceutical Sciences,NA
TK_NA,TK,NA,TK,Tomsk State University,NA
TK_TK,TK,TK,TK,Tomsk State University,NA
TKB_NA,TKB,NA,TKB,University of Tsukuba,NA
TKB_TKB,TKB,TKB,TKB,University of Tsukuba,NA
TKDN_TKDN,TKDN,TKDN,TKDN,Tsay Keh Dene Lands and Resources Department and Chu Cho Environmental,NA
"TKM_The Tula Region State Institution of Culture ""Tula Museum Association""",TKM,"The Tula Region State Institution of Culture ""Tula Museum Association""",TKM,"The State Institution of Tula Region Culture the Association Historical, Regional & Art Museum",NA
TKM_TKM,TKM,TKM,TKM,"The State Institution of Tula Region Culture the Association Historical, Regional & Art Museum",NA
TKNM_NA,TKNM,NA,TKNM,Twickenham Girls' School,NA
TKNM_TKNM,TKNM,TKNM,TKNM,Twickenham Girls' School,NA
B_TKPM,B,TKPM,TKPM,Tokushima Prefectural Museum,NA
TKPM_TKPM,TKPM,TKPM,TKPM,Tokushima Prefectural Museum,NA
TKPM-B_TKPM,TKPM-B,TKPM,TKPM,Tokushima Prefectural Museum,NA
TKU_NA,TKU,NA,TKU,Tokyo Kyoiku University,NA
TKU_TKU,TKU,TKU,TKU,Tokyo Kyoiku University,NA
TKY_TKY,TKY,TKY,TKY,Gifu University,NA
TL_NA,TL,NA,TL,Université Paul Sabatier,NA
TL_TL,TL,TL,TL,Université Paul Sabatier,NA
Herbier de conifères du Laboratoire Forestier de Toulouse_TL,Herbier de conifères du Laboratoire Forestier de Toulouse,TL,TL,Université Paul Sabatier,NA
TLA_NA,TLA,NA,TLA,École Nationale Supérieure Agronomique,NA
TLA_TLA,TLA,TLA,TLA,École Nationale Supérieure Agronomique,NA
TLF_NA,TLF,NA,TLF,Université Paul Sabatier,NA
TLF_TLF,TLF,TLF,TLF,Université Paul Sabatier,NA
TLJ_NA,TLJ,NA,TLJ,Université Paul Sabatier,NA
TLJ_TLJ,TLJ,TLJ,TLJ,Université Paul Sabatier,NA
TLM_NA,TLM,NA,TLM,Muséum d'Histoire Naturelle de Toulouse,NA
TLM_TLM,TLM,TLM,TLM,Muséum d'Histoire Naturelle de Toulouse,NA
TLON_NA,TLON,NA,TLON,Muséum d'histoire naturelle de Toulon et du Var,NA
TLON_TLON,TLON,TLON,TLON,Muséum d'histoire naturelle de Toulon et du Var,NA
TLP_NA,TLP,NA,TLP,Faculté de Médecine,NA
TLP_TLP,TLP,TLP,TLP,Faculté de Médecine,NA
TLS_NA,TLS,NA,TLS,Tunbridge Wells Museum and Art Gallery,NA
TLS_TLS,TLS,TLS,TLS,Tunbridge Wells Museum and Art Gallery,NA
TLT_TLT,TLT,TLT,TLT,Samara Federal Research Scientific Center of Russian Academy of Sciences,NA
TLU_NA,TLU,NA,TLU,Texas Lutheran University,NA
TLU_TLU,TLU,TLU,TLU,Texas Lutheran University,NA
TLXM_CICB-UATX,TLXM,CICB-UATX,TLXM,Universidad Autónoma de Tlaxcala,NA
TLXM_TLXM,TLXM,TLXM,TLXM,Universidad Autónoma de Tlaxcala,NA
TM_NA,TM,NA,TM,Slovak National Museum,NA
TM_TM,TM,TM,TM,Slovak National Museum,NA
TMAL_NA,TMAL,NA,TMAL,Tameside Metropolitan Borough Museum,NA
TMAL_TMAL,TMAL,TMAL,TMAL,Tameside Metropolitan Borough Museum,NA
TMCC_TMCC,TMCC,TMCC,TMCC,Truckee Meadows Community College,NA
TMI_NA,TMI,NA,TMI,Tottori Mycological Institute,NA
TMI_TMI,TMI,TMI,TMI,Tottori Mycological Institute,NA
TMN_NA,TMN,NA,TMN,"Institute of the Problems of Northern Development, SB RAS",NA
TMN_TMN,TMN,TMN,TMN,"Institute of the Problems of Northern Development, SB RAS",NA
TMP_NA,TMP,NA,TMP,Tampere Museums,NA
TMP_TMP,TMP,TMP,TMP,Tampere Museums,NA
TMPH_TMPH,TMPH,TMPH,TMPH,Tidal Marsh Program,NA
TMRC_NA,TMRC,NA,TMRC,Shahid Beheshti University of Medical Sciences,NA
TMRC_TMRC,TMRC,TMRC,TMRC,Shahid Beheshti University of Medical Sciences,NA
Pl_TCNS,Pl,TCNS,TNCS,Toyota City Nature Sanctuary,not in IH
TNCS_TNCS,TNCS,TNCS,TNCS,Toyota City Nature Sanctuary,not in IH
TNF_TNF,TNF,TNF,TNF,United States Forest Service,NA
TNF_USFS,TNF,USFS,TNF,United States Forest Service,NA
TNFC_NA,TNFC,NA,TNFC,Tynside Naturalists' Field Club,NA
TNFC_TNFC,TNFC,TNFC,TNFC,Tynside Naturalists' Field Club,NA
TNFS_NA,TNFS,NA,TNFS,"USDA Forest Service, Alaska Region",NA
TNFS_TNFS,TNFS,TNFS,TNFS,"USDA Forest Service, Alaska Region",NA
TNM_NA,TNM,NA,TNM,National Museum of Natural Science,NA
NMNSbvmeli_NMNS,NMNSbvmeli,NMNS,TNM,National Museum of Natural Science,NA
NMNSbvsapi_NMNS,NMNSbvsapi,NMNS,TNM,National Museum of Natural Science,NA
NMNSbvsola_NMNS,NMNSbvsola,NMNS,TNM,National Museum of Natural Science,NA
NMNSS_NMNS,NMNSS,NMNS,TNM,National Museum of Natural Science,NA
TNM_TNM,TNM,TNM,TNM,National Museum of Natural Science,NA
TNMw_NA,TNMw,NA,TNMw,National Museum of Natural Science,xylarium|not in IH
TNMw_TNMw,TNMw,TNMw,TNMw,National Museum of Natural Science,xylarium|not in IH
TNP_NA,TNP,NA,TNP,Museum of Tatra National Park,NA
TNP_TNP,TNP,TNP,TNP,Museum of Tatra National Park,NA
VS_TNS,VS,TNS,TNS,National Museum of Nature and Science,NA
TNS_TNS,TNS,TNS,TNS,National Museum of Nature and Science,NA
TNU_NA,TNU,NA,TNU,National Taiwan Normal University,NA
TNU_TNU,TNU,TNU,TNU,National Taiwan Normal University,NA
HERB_TO,HERB,TO,TO,University of Turin,NA
TO_TO,TO,TO,TO,University of Turin,NA
TOB_TOB,TOB,TOB,TOB,Tobolsk Complex Scientific Station of the Ural Branch of the Russian Academy of Sciences,NA
TOB_Tobolsk Complex Scientific Station of the Ural Branch of the Russian Academy of Sciences,TOB,Tobolsk Complex Scientific Station of the Ural Branch of the Russian Academy of Sciences,TOB,Tobolsk Complex Scientific Station of the Ural Branch of the Russian Academy of Sciences,NA
TOBYLKZ_TOBYLKZ,TOBYLKZ,TOBYLKZ,TOBYLKZ,Baitursynov Kostanay Regional University,NA
TOD_NA,TOD,NA,TOD,Todmorden Free Library,NA
TOD_TOD,TOD,TOD,TOD,Todmorden Free Library,NA
TOFO_NA,TOFO,NA,TOFO,University of Tokyo,NA
TOFO_TOFO,TOFO,TOFO,TOFO,University of Tokyo,NA
TOFOw_NA,TOFOw,NA,TOFOw,"University Museum, University of Tokyo",xylarium|not in IH
TOFOw_TOFOw,TOFOw,TOFOw,TOFOw,"University Museum, University of Tokyo",xylarium|not in IH
TOGO_NA,TOGO,NA,TOGO,Université du Lomé,NA
TOGO_TOGO,TOGO,TOGO,TOGO,Université du Lomé,NA
TOGR_NA,TOGR,NA,TOGR,Museo di Storia Naturale Don Bosco,NA
TOGR_TOGR,TOGR,TOGR,TOGR,Museo di Storia Naturale Don Bosco,NA
TOHO_NA,TOHO,NA,TOHO,Toho University,NA
TOHO_TOHO,TOHO,TOHO,TOHO,Toho University,NA
TOKE_NA,TOKE,NA,TOKE,Tokyo University of Education,NA
TOKE_TOKE,TOKE,TOKE,TOKE,Tokyo University of Education,NA
TOLI_NA,TOLI,NA,TOLI,Universidad del Tolima,NA
TOLI_TOLI,TOLI,TOLI,TOLI,Universidad del Tolima,NA
TOLI_Universidad de Ibagué (UIbagué),TOLI,Universidad de Ibagué (UIbagué),TOLI,Universidad del Tolima,NA
TOLI_Universidad del Tolima (UT),TOLI,Universidad del Tolima (UT),TOLI,Universidad del Tolima,NA
TOLI_WCS Colombia,TOLI,WCS Colombia,TOLI,Universidad del Tolima,NA
TOM_NA,TOM,NA,TOM,Istituto Missioni Consolata,NA
TOM_TOM,TOM,TOM,TOM,Istituto Missioni Consolata,NA
TON_NA,TON,NA,TON,"Ministry of Agriculture and Food, Forestry and Fisheries",NA
TON_TON,TON,TON,TON,"Ministry of Agriculture and Food, Forestry and Fisheries",NA
TONG_NA,TONG,NA,TONG,Tonghua Teachers College,NA
TONG_TONG,TONG,TONG,TONG,Tonghua Teachers College,NA
TOOL_TOOL,TOOL,TOOL,TOOL,"Toolik Field Station, University of Alaska Fairbanks",NA
TOR_NA,TOR,NA,TOR,Torquay Museum,NA
TOR_TOR,TOR,TOR,TOR,Torquay Museum,NA
TOSEHIM_TOSEHIM,TOSEHIM,TOSEHIM,TOSEHIM,The Orchid Society of Eastern Himalaya,NA
TOU_NA,TOU,NA,TOU,University of Tours,NA
TOU_TOU,TOU,TOU,TOU,University of Tours,NA
Sp_TOYA,Sp,TOYA,TOYA,Toyama Science Museum,NA
TOYA_TOYA,TOYA,TOYA,TOYA,Toyama Science Museum,NA
TOZZI_TOZZI,TOZZI,TOZZI,TOZZI,Universidade Estadual de Goiás,NA
Plant_TPM,Plant,TPM,TPM,NA,not in IH
TPM_TPM,TPM,TPM,TPM,NA,not in IH
TPV_NA,TPV,NA,TPV,Prairie View A & M University,NA
TPV_TPV,TPV,TPV,TPV,Prairie View A & M University,NA
TPWDSP_TPWDSP,TPWDSP,TPWDSP,TPWDSP,Texas State Parks,NA
TR_NA,TR,NA,TR,MUSE - Museo delle Scienze,NA
TR_TR,TR,TR,TR,MUSE - Museo delle Scienze,NA
TRA_NA,TRA,NA,TRA,American Plant Life Society,NA
Tra_TCNS,Tra,TCNS,TRA,American Plant Life Society,NA
TRA_TRA,TRA,TRA,TRA,American Plant Life Society,NA
TRD_NA,TRD,NA,TRD,Ancient House Museum,NA
TRD_TRD,TRD,TRD,TRD,Ancient House Museum,NA
TRE_NA,TRE,NA,TRE,Trencianske muzeum,NA
TRE_TRE,TRE,TRE,TRE,Trencianske muzeum,NA
TREC_TREC,TREC,TREC,TREC,Pennsylvania Sea Grant,NA
TRES_NA,TRES,NA,TRES,Tresco Abbey,NA
TRES_TRES,TRES,TRES,TRES,Tresco Abbey,NA
TRGFGA_TRGFGA,TRGFGA,TRGFGA,TRGFGA,Gaziantep University,NA
V_TRH,V,TRH,TRH,Norwegian University of Science and Technology,NA
TRH_TRH,TRH,TRH,TRH,Norwegian University of Science and Technology,NA
TRIN_NA,TRIN,NA,TRIN,The National Herbarium of Trinidad and Tobago,NA
TRIN_TRIN,TRIN,TRIN,TRIN,The National Herbarium of Trinidad and Tobago,NA
TRM_NA,TRM,NA,TRM,Vlastivedné muzeum Trutnov,NA
TRM_TRM,TRM,TRM,TRM,Vlastivedné muzeum Trutnov,NA
TRN_NA,TRN,NA,TRN,Nicolaus Copernicus University,NA
TRN_TRN,TRN,TRN,TRN,Nicolaus Copernicus University,NA
TRO_NA,TRO,NA,TRO,Royal Horticultural Society of Cornwall,NA
TRO_TRO,TRO,TRO,TRO,Royal Horticultural Society of Cornwall,NA
V_TROM,V,TROM,TROM,UiT The Arctic University of Norway?,NA
TROM_TROM,TROM,TROM,TROM,UiT The Arctic University of Norway?,NA
TROY_NA,TROY,NA,TROY,Troy University,NA
TROY_TROY,TROY,TROY,TROY,Troy University,NA
TRPM_NA,TRPM,NA,TRPM,Tottori Prefectural Museum,NA
TRPM_TRPM,TRPM,TRPM,TRPM,Tottori Prefectural Museum,NA
TRT_ROM,TRT,ROM,TRT,Royal Ontario Museum,NA
TRT_Royal Ontario Museum,TRT,Royal Ontario Museum,TRT,Royal Ontario Museum,NA
HERB_TRT,HERB,TRT,TRT,Royal Ontario Museum,NA
TRT_TRT,TRT,TRT,TRT,Royal Ontario Museum,NA
TRTC_NA,TRTC,NA,TRTC,Royal Ontario Museum,NA
TRTC_TRTC,TRTC,TRTC,TRTC,Royal Ontario Museum,NA
TRTE_NA,TRTE,NA,TRTE,"Erindale College, University of Toronto",NA
TRTE_TRTE,TRTE,TRTE,TRTE,"Erindale College, University of Toronto",NA
TRTS_NA,TRTS,NA,TRTS,"Scarborough College, University of Toronto",NA
TRTS_TRTS,TRTS,TRTS,TRTS,"Scarborough College, University of Toronto",NA
TRTw_NA,TRTw,NA,TRTw,University of Toronto,xylarium|not in IH
TRTw_TRTw,TRTw,TRTw,TRTw,University of Toronto,xylarium|not in IH
TRU_NA,TRU,NA,TRU,Royal Cornwall Museum,NA
TRU_TRU,TRU,TRU,TRU,Royal Cornwall Museum,NA
TRV_NA,TRV,NA,TRV,Transvaal Museum,NA
TRV_TRV,TRV,TRV,TRV,Transvaal Museum,NA
TRZYNT_TRZYNT,TRZYNT,TRZYNT,TRZYNT,OLIVE CULTIVATION RESEARCH INSTITUTE DIRECTORATE,NA
TS_NA,TS,NA,TS,National University of Shandong,NA
TS_TS,TS,TS,TS,National University of Shandong,NA
TSB_NA,TSB,NA,TSB,Department of Life Sciences,NA
TSB_TSB,TSB,TSB,TSB,Department of Life Sciences,NA
TSBAI_TSBAI,TSBAI,TSBAI,TSBAI,Transylvania School of Botanic Art & Illustration,NA
TSFw_NA,TSFw,NA,TSFw,"Bereich Biologie, Forstbotanischer Garten, Technische Universitat Dresden",xylarium|not in IH
TSFw_TSFw,TSFw,TSFw,TSFw,"Bereich Biologie, Forstbotanischer Garten, Technische Universitat Dresden",xylarium|not in IH
TSFw_TU,TSFw,TU,TSFw,Universitat Dresden,xylarium|not in IH
TSH_NA,TSH,NA,TSH,University of Tsukuba,NA
TSH_TSH,TSH,TSH,TSH,University of Tsukuba,NA
TSM_NA,TSM,NA,TSM,Museo Civico di Storia Naturale,NA
TSM_TSM,TSM,TSM,TSM,Museo Civico di Storia Naturale,NA
TSTN_NA,TSTN,NA,TSTN,Troston Hall,NA
TSTN_TSTN,TSTN,TSTN,TSTN,Troston Hall,NA
TSU_NA,TSU,NA,TSU,Mie University,NA
TSU_TSU,TSU,TSU,TSU,Mie University,NA
TTC_NA,TTC,NA,TTC,Texas Tech University,NA
TTC_TTC,TTC,TTC,TTC,Texas Tech University,NA
TTC_TTU,TTC,TTU,TTC,Texas Tech University,NA
TTM_NA,TTM,NA,TTM,Thai Traditional Medicine Research Institute,NA
TTM_TTM,TTM,TTM,TTM,Thai Traditional Medicine Research Institute,NA
TTN_NA,TTN,NA,TTN,South West Heritage Trust,NA
TTN_TTN,TTN,TTN,TTN,South West Heritage Trust,NA
TTRS_NA,TTRS,NA,TTRS,Tall Timbers Research Station,NA
TTRS_TTRS,TTRS,TTRS,TTRS,Tall Timbers Research Station,NA
TTY_NA,TTY,NA,TTY,Westonbirt School,NA
TTY_TTY,TTY,TTY,TTY,Westonbirt School,NA
TU_TU,TU,TU,TU,University of Tartu,NA
TU(B)_TU,TU(B),TU,TU,University of Tartu,NA
TU_UTE,TU,UTE,TU,University of Tartu,NA
TUAT_NA,TUAT,NA,TUAT,Tokyo University of Agriculture,NA
TUAT_TUAT,TUAT,TUAT,TUAT,Tokyo University of Agriculture,NA
TUBvplantscoll_TUB,TUBvplantscoll,TUB,TUB,Universität Tübingen,NA
TUB_TUB,TUB,TUB,TUB,Universität Tübingen,NA
TUC_NA,TUC,NA,TUC,University of Arizona,NA
TUC_TUC,TUC,TUC,TUC,University of Arizona,NA
TUCH_NA,TUCH,NA,TUCH,Tribhuvan University,NA
TUCH_TUCH,TUCH,TUCH,TUCH,Tribhuvan University,NA
TUF_TUF,TUF,TUF,TUF,University of Tartu,NA
TUFT_NA,TUFT,NA,TUFT,Tufts University,NA
TUFT_TUFT,TUFT,TUFT,TUFT,Tufts University,NA
TUH_NA,TUH,NA,TUH,Tehran University,NA
TUH_TUH,TUH,TUH,TUH,Tehran University,NA
TUL_TUL,TUL,TUL,TUL,Tula State Lev Tolstoy Pedagogical University,NA
TUL_Tula State Lev Tolstoy Pedagogical University,TUL,Tula State Lev Tolstoy Pedagogical University,TUL,Tula State Lev Tolstoy Pedagogical University,NA
